complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,fed_rssd,assets,chrtagnt,deposits,eq,fdicsupv,frb_commercial_bank,fdic_commercial_bank,occ_commercial_bank,ots_savings_association,fdic_savings_bank,iba_foreign_charter,cu_number,ncua_credit_union,afinn
3161649,2019-02-24,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I bought a watch on XXXX  that was supposed to look like a XXXX  but with no branding. It was supposed to be two watches. I received the package from some random country in the XXXX XXXX. It contained only ONE ( 1 ) watch, which was a poor, cheap, extremley bad XXXX  branded replica watch. In the listing it stated a model for i guess a replica watch, which if you look up the model name "" XXXX XXXX '' you can see it is a very high end, very authentic looking XXXX  branded replica which i did not know til AFTER this whole ordeal. I provided all this proof that i only received one watch, a poor replica, even sent this comparison pictures of the products and discover still went against me. 

ANYONE with two eyes and a brain can see these are NOT the same watches, i was duped, scammed, defrauded, any other word for a scam! These are NOT the same watches, i paid for a XXXX  XXXX, either way i did not knowingly buy a replica watch. I ordered two and received one. 

In the end, i filed a complaint with ebay, they voted in my favor and have the email but they banned me from ebay/paypal and while they told me i was refunded or would be refunded i never was. When i called them they proceeded to tell me they had issue in their system to refund my to my DISCOVER card and they themselves told me to dispute the charge and i would be refunded no problem. 

CLEARLY these is a problem, the seller sent a letter to XXXX saying a "" XXXX  XXXX '' is not a replica XXXX  when a simple XXXX search clearly shows it is, as well as the proof ive provided. 

the seller one sent me ONE ( 1 ) watch when i ordered TWO ( 2 ) watches. So even if Discover were  to want to scam me, i should only be charged 50 % of the total amount. 

DISCOVER has been trying to scam me for months, i have provided undisputable proof of the charge not being valid and that i should be refunded in full. I provided email of ebay awarding my refund to my discover that DISCOVER themselves asked for, now they are ignoring it when for months thats what they requested. Now they are attempting to take money from me over a cheap, counterfeit XXXX. I will forward this complaint to XXXX themselves in hopes they take a stand against Discover since they are allowing customers to get scammed by the worst looking replica XXXX  watch on the market, this is {$5.00} watch in a back alley and not the $ 500+ replica i was told i would even get when i did NOT know i was ordering a XXXX replica.",NA,DISCOVER BANK,MI,480XX,30810,111335503000,STATE,79655267000,10188252000,New York,NA,1,NA,NA,NA,NA,NA,NA,-12
3112034,2018-12-28,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,"On XX/XX/2018 I had sent WELLSA FARGO DEALER SERVICES a request of Consumer CHECK for physically verifiable PROOF of validity and CERTIFICATION of mandatory COMPLIANT REPORTING, even to METRO 2 FORMAT REPORTING COMPLIANCE and DEMAND OF REMOVAL OF ANY AND ALL ITEMS NOT DOCUMENTED AS FULLY TRUE, CORRECT, COMPLETE, VALIDATED, COMPLIANT per M2C FORMAT and CERTIFIED AS SUCH with legal standing in full accord of my STATE 's and the applicable FEDERAL regulatory reporting laws and standards of lawful reporting. The letter was sent certified mail and received on XX/XX/2018 XXXX XXXX.

As of XX/XX/2018 I had received no response and sent them a second letter of their FAILURE TO COMPLY WITH FCRA 611 ( 15 U.S.C. 1681I ) PROCEDURE IN CASE OF DISPUTED ACCURACY. 

I received a letter on XX/XX/2018 asking for additional information to address my credit "" DISPUTE ''",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,TX,775XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-8
3159461,2019-02-22,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"Our granddaughter XXXX XXXX XXXX contacted us this morning concerned about a withdrawal she had made from XXXX. This is college account we had opened for her. She thought she should have received yesterday, we received this morning at about XXXX. XXXX asked the check be deposited in her Wells Fargo account, XXXX XXXX XXXX XXXX, XXXX XXXX, CO. The check was made out to my husband XXXX, he signed it, made out a deposit slip with XXXX ' account number and presented it to the bank. He was told the bank could not accept third party checks. XXXX went to our XXXX XXXX and cashed the check. With cash, {$3900.00}, in hand he went back to Wells Fargo and was told they could not accept the cash without XXXX present because there was no history of the cash and there was no way to trace. Without argument he went to the college, met XXXX and paid the tuition. Not being happy, called Wells Fargo Customer Service, spoke with XXXX, ( XXXX XXXX ) I asked to speak with a manager, he said he would if I explained my concern. I told him and he said my husband was given the correct information. I are repeated my initial request. I was transferred to XXXX. XXXX explained it was a Federal reg which all banks have to follow. I asked for the req number so I could contact my Congressman. He put me on hold and told me he was incorrect it wasn't Federal by banking policy. I asked if he knew the reason as he had explained he was in the executive section of Wells Fargo. He didn't know. He did say the reason was probably due to fraud or counterfeit. I asked he transfer me to someone in a higher position. He said there was no one higher ( I believe he said this ). I stated there is always someone higher and he transferred me to XXXX ( XXXX XXXX ) I explained, she gave me generally the same answers. I asked if they suspected my husband of fraud or counterfeiting why weren't the police called. He had in had American money, not foreign from our bank. He was making a deposit into the bank, not taking any money out. He would have left any info. He was not a member of any carter or mafia. I find this utterly ridiculous. I asked for the person ( people ) who had made this policy. XXXX explained because of the banking mess ( my word, not hers ) several years ago banks made this decision. I still don't understand. She told me there isn't anyone I could speak with. So I asked for a banking commission or something. She told me of CFPB. Is there an answer why Wells Fargo or as I was told any bank not accepting cash for a deposit?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,CO,809XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-22
3066098,2018-11-05,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"I had a Chase XXXX XXXX credit card from Chase. A few months ago, Chase made a materially adverse change to the credit card 's terms. 

Specifically, Chase limited the number of guests allowed with the XXXX  XXXX airline lounge benefit and also disallowed points earning on the {$300.00} in travel charges each year that normally result in travel credits. 

Under the terms of the agreement, I could refuse to accept these changes - which I did. I called Chase to request that my card type be changed to one without an annual fee and that the annual fee be refunded. 

Despite making this request 4-5 times, the request was not processed. I finally escalated my request to a supervisor and it was processed however the annual fee refunded was pro-rated as of the date the change as made where as, under the terms of the agreement, I was entitled to a full refund of the annual fee.",NA,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,IL,601XX,852218,3025285000000,OCC,2253482000000,270060000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,5
3126827,2019-01-16,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"XX/XX/XXXX I received a letter from chase stating that they are reporting my Home Equity Line of Credit ( HELOC ) as charged off on XX/XX/XXXX with unpaid balance of {$24000.00}.

They stated they canceled the balance owed on XX/XX/XXXX and issued a XXXX. and as a result updated charge off balance to {$0.00} on XX/XX/XXXX and reported to credit bureaus on XX/XX/XXXX.

Further they state they carefully reviewed the account and did not find any misrepresentations, unfair tactics or tried to be deceiving.

And that they are required to report accurately.

The problem with these statements are my credit report shows a charge off in the payment history on XX/XX/XXXX. Then the next data entry shows a charge off on XX/XX/XXXX.

The status shows a balance update and status of charge off update to be XX/XX/XXXX when they clearly said in the letter the balance was canceled on XX/XX/XXXX. If the balance is {$0.00} on XX/XX/XXXX it should state XX/XX/XXXX not XX/XX/XXXX.

The next problem is the XXXX they furnished in the letter and sent to the irs shows an identifiable event code of ( F ) By Agreement. This would have to mean that I made an agreement with them to cancel the debt owed for less than the full balance. This would be false.

The date of the Identifiable event is XX/XX/XXXX. Considering the Irs regulations prior to XX/XX/XXXX. If a debt has not been paid for 36 months and active collection is not pursued then a XXXX is to be issued even if the debt is not discharged. The account was delinquent prior to XX/XX/XXXX and closed and charged off XX/XX/XXXX. A XXXX should have been issued prior to XX/XX/XXXX. So in this case the XXXX was issued in the wrong year with incorrect event coding Finally according to XXXX  county land records there was a mortgage assignment filed for this account. The Assignment of mortgage was not to Chase Home Finance nor Chase Home Lending. Which gives reason to believe the incorrect creditor is reporting the debt and that they do not have a valid claim. Whether the Assignment of mortgage is valid is speculative considering the notary had been suspended and the agent on behalf of Chase may or may not have worked for Chase.

My actions have been contacting Chase about the misrepresentations and they have stated the account has been charged off since XX/XX/XXXXbut it is still open and they are reporting correctly.

I disputed with Credit Reporting Agencies to validate the information which is clearly incorrect. The came back that they only report what they are told to and that it was validated.

I have submitted a prior complaint to CFPB which contacted Chase which responded with the letter that I have explained.

I have continually ran into problems getting credit due to this account reporting the charge off as XX/XX/XXXX since Derogatory Credit waiting periods require 4 years though the Charge Off had occurred XX/XX/XXXX. The cancellation of debt was XX/XX/XXXX which is not a charge off especially if the account was already charged off.",NA,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,IL,601XX,852218,3025285000000,OCC,2253482000000,270060000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-54
3162163,2019-02-25,Credit card or prepaid card,Store credit card,"Advertising and marketing, including promotional offers",Confusing or misleading advertising about the credit card,"I purchased furniture from XXXX XXXX  in 2016 and was made to understand i was getting an interest free loan from XXXX for 24 months. I was told it was a promo to encourage customers to purchase furniture. I signed up to this loan and the lender was synchrony bank. To my surprise i recently discovered when i wanted to pay off the loan that it was a 12 months promo and that most of my last years monthly payment went to interest. I want you to kindly investigate this. I am happy to pay off the loan today, but i want a fair closing amount. I owe XXXX presently on a XXXX principal, that i have paid over {$4000.00} on over the years. Please kindly assist",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,NY,104XX,1216022,85303000000,OCC,65849000000,10100000000,New York,NA,NA,NA,1,NA,NA,NA,NA,21
3191763,2019-03-26,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Application denied,"On XX/XX/2019 I applied for the paypal rewards mastercard issued by Synchrony bank. They did a hard pull on my XXXX credit report. I received a message stating to call them which I did. The customer service representative only asked me my phone number and then told me I had to wait 7-10 days ( which was fine ). On XX/XX/XXXX, I received another email from them stating I was declined because they could not verify my identity. They did not mention any usage of my XXXX credit report, nor did they do their due diligence of asking me to submit ID verification documents like any other financial institute would do. I sitll have not received the hard letter copy. After reviewing my credit reports, I updated my address and phone number and applied for another synchrony credit card ( WALMART ). Again, same message to call. Again, only asked for phone number. After googling I found out they use your phone number to verify your identity so good luck if you have a new number like me. 
I want them to either remove the hard inquiries from my credit report or let me send in sufficient documentation to verify my identity.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,RI,028XX,1216022,85303000000,OCC,65849000000,10100000000,New York,NA,NA,NA,1,NA,NA,NA,NA,21
3095499,2018-12-09,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,I called Capital One to see if they have a valued customer credit for the annual fee since we are in the holiday season. The representative advised that there is nothing available. Several years ago I had an issue with the annual fee with one of my other Capital One cards and a supervisor advised that they can switch my card to a Quick Silver card in which it does not have an annual fee. I am wondering why this associate could not suggest another Capital One card that does not have an annual fee. I asked if there was another card that Capital One can offer which does not carry the late fee. The associate finally did provide a solution to transition into Venture One card which does not carry an annual fee. This was done however In feel that Capital One should adjust this annual fee since I have been a loyal customer for many years and I have many accounts with Capital One.,NA,CAPITAL ONE FINANCIAL CORP,NY,114XX,112837,363521558000,OCC,303536222000,42232353000,Washington,NA,NA,1,NA,NA,NA,NA,NA,16
3263888,2019-06-04,Mortgage,Conventional home mortgage,Struggling to pay mortgage,NA,"XXXX XXXX as Trustee for XXXX XXXX XXXX XXXX XXXX instigated a foreclosure action on XX/XX/XXXX. I wrote to XXXX XXXX on XX/XX/XXXX ( copy of letter included here ) because they, as trustee, are not authorized to commence foreclosure proceedings. I also attached a copy of their own published booklet which states that the Trustee does not foreclose - but here they are doing exactly what they say they can't do. I have received no response to my letter.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,FL,NA,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-4
3257978,2019-05-30,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,NA,"It appears once again that Wells Fargo Home Mortgage is working illegally with the Attorney XXXX XXXX # XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX, California XXXX, who is an evil-minded, cruel, and unethical eviction attorney who is representing XXXX XXXX XXXX XXXX, who is also on Wells Fargo 's payroll to purchase homes illegally throwing families out into the street. Again, XXXX XXXX XXXXXXXX XXXX is the crooked company who stole my family 's home at the auction, and is paying BIG money to Attorney XXXX XXXX # XXXX to continuously harass my family and me by sending us threatening letters, and phone calls attempting to steal our home and throw us out into the street. Of course this was at the direction of Wells Fargo. Had my magnificent Mother, XXXX XXXX XXXX, who is the account holder had been alive, she would have been XXXX years old on XX/XX/XXXX of this year. Wells Fargo, was continuously harassing my Mother when she was alive, threatening her with notices, which increased her stress level, causing her to become ill and unfortunately passed away a few years ago. My Mother had a lawsuit in place against Wells Fargo for unfairly taking advantage of her as a senior, and practicing predatory lending practices against her. Unfortunately, Wells Fargo was trying to throw my XXXX year old Mother into the street. Go figure ... Presently, Wells Fargo has teamed up with several of their cohorts to attempt to destroy our families dream. Quite naturally, this TRILLION dollar company is steadily denying any wrongdoing whatsoever. This is how Wells Fargo has managed to become a trillion dollar predatory lender due to the fact that this horrific company has attempted to steal the dreams of middle class families illegally, committing fraud for many years forcing middle class families out of the homes, which is why the former CEO of Wells Fargo, whose name is XXXX XXXX XXXX has be forced to step down by Congresswoman XXXX XXXX. It appears, however, that the general counsel who has interimly taken over as CEO, XXXX XXXX XXXX, appears to be just as crooked as XXXX XXXX XXXX. Wells Fargo needs to be shut down, and many other class action lawsuits should be filed repeatedly, and dismantle this TRILLION dollar corrupt lender, until they file bankruptcy, which I am positive will be transpiring very soon. I will have the editors of prominent newspapers, and the eyewitness news to broadcast how the corrupt attorneys who are on Wells Fargo 's payroll AKA XXXX XXXX, and the infamous attorney XXXX XXXX XXXX, # XXXX in Cahoots with XXXX XXXX XXXXd XXXX XXXX XXXX, XXXX, who actually conducted the illegal sale of our home, and others. Wells Fargo, you need to surrender, and give my family and opportunity to stay in our Mother 's home, and not attempt to steal our family 's legacy ... .Wells Fargo XXXX al., Attorney XXXX XXXX XXXX Attorney XXXX XXXX XXXX XXXX and XXXX XXXX XXXXXXXX XXXX, how can you sleep at night, knowing that you are destroying and dismantling families all over this state and the nation?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,CA,90016,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-145
2910023,2018-05-17,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,NA,"I used XXXX through my Wells Fargo account to pay a person with an account at XXXX XXXX. This person using their XXXX account committed fraud and stole {$200.00} from me. 

My complaint is against Wells Fargo, XXXX and XXXX XXXX. Wells Fargo and XXXX own XXXX. 

My case is EXACTLY as those described in the recent XXXX XXXX article on XXXX and their significant issues with fraud. XXXX  : XXXX On the night of XX/XX/2018, I sent money to a person advertising concert tickets on XXXX. I paid them {$200.00} through XXXX on the Wells Fargo website. The person I paid had a XXXX account linked to their XXXX account. The tickets were counterfeit. 

I immediately called Wells Fargo. The Wells Fargo website listed the transaction as "" Pending. '' The Wells Fargo representative said that is incorrect ; the transaction was instant and nothing can be done. The WF representative then told me the XXXX account which had committed the fraud was linked to a XXXX XXXX account. The email associated with the XXXX account at XXXX is XXXX I have called Wells Fargo, XXXX and XXXX. They refuse to explore or investigate this case of fraud. Wells Fargo and XXXX say it is XXXX 's responsibility, XXXX says it is the bank 's. The joke is the banks own XXXX. None of them have any interest in resolving this issue. NONE OF THE COMPANIES HAVE A MEANS TO FILE A DISPUTE, COMPLAINT OR FRAUD. How can that be? 

XXXX and it's owners, Wells Fargo and XXXX have repeatedly told the press they will do everything they can to help reduce this significant fraud problem. Yet all three have systematic procedures that prevent just that. 

XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,CA,904XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-47
3274572,2019-06-13,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Public record information inaccurate,"First, all my credit cards ( Sears, Macy 's and Best Buy ) were suddenly closed. The told me that their decision was based on information they received form Citibank. When I wrote Citibank Citibank asking for the reason, they said, "" You have the right to close your account and we also have a right to close your account and we have chosen to exercise our right ''. This does not give me the real reason! 

Secondly, after sometime, I decided to try and apply for credit card with Macy 's and received the attached denial letter, apparently from Citibank and it's affiliates! 

Please help me to find out why this is happening when my credit is good at the three credit bureaus.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CITIBANK NATIONAL ASSOCIATION,MD,207XX,476810,1661507000000,OCC,1282071000000,159509000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,0
3120796,2019-01-09,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,"Have been an account holder of Wells Fargo bank for over twenty years. My investment portfolio has a XXXX XXXX XXXX checking feature. Have only attempted to use is recently and encountered issues. Was assured that the problem would be investigated. XXXX XXXX, a Wells Fargo officer was assigned to the case identified by case number XXXX. Weeks have passed and there has not been a single finding in this so called investigation. 

I have, however, discovered that for each check presented a penalty was affixed to my account. As of this writing, there has been no information revealed to me about the investigation. If there was a problem with the check the bank should simply reject the check. If this is not a predatory banking practice then I would want the bank to detail how it is not. Additionally, if proven, what would be the penalty for a series of predatory practices.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,DC,200XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-20
3278046,2019-06-17,Mortgage,Conventional home mortgage,Closing on a mortgage,NA,"I have long ago paid off the this mortgage to XXXX, which One West Bank acquired in XXXX. The mortgage was paid off as of XX/XX/XXXX. I have an official original letter dated XX/XX/XXXX from company on their One West Bank letterhead from One West Bank customer service representative XXXX XXXX acknowledging mortgage paid in full as of that date. The amount acknowledged as paid off in full was approximately {$290000.00}. In XXXX One West was acquired by Cit Group but still operates as One West Bank. 

per title research company XXXX XXXX XXXX the company ( XXXX/OneWest Bank ) did not submit paperwork filing as required with the XXXX  XXXX  Dept of Finance City Register to provide notification record of the fact that the loan was paid in full. 

Now property in question is in escrow for me selling but is held up and the sale in jeopardy because this confirmation of mortgage payoff was not submitted to XXXX  XXXX Department of Finance City Register by the company. 

My property sale is jeopardized due to this matter. I have reached out to the company any every way I can think of to get them to resolve this matter. To date the matter has not been resolved and I have been unable to contact a person or department to deal with and fix this problem I have called four calls to customer service number ; XXXX XXXX XXXX XXXX ( XX/XX/XXXX and XX/XX/XXXX ) where I spoke with representative XXXX and Manager XXXX, XXXX XXXX XXXX on XX/XX/XXXX, XXXX XXXX XXXX XXXX where I spoke with XXXX. I sent an email to XXXX on XX/XX/XXXX, ticket number XXXX. I even went in person to the company 's XXXX CA head office on XX/XX/XXXX where I was abruptly dismissed by the receptionist saying, "" this has nothing to do with OneWest Bank. '' No action has been offered or taken by the company to resolve this matter",NA,CIT BANK NATIONAL ASSOCIATION,CA,911XX,3918898,52384680000,OCC,44202948000,4942968000,San Francisco,NA,NA,1,NA,NA,NA,NA,NA,5
3119529,2019-01-08,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"XX/XX/2018 My wife and I recieved a letter from XXXX XXXX XXXX XXXX ( XXXX ) that our Mortgage was going up do to a shortage in our escrow account. Upon consulting with my attorney I found this was either fraudulent or gravely mistaken. They were going to raise my mortgage from {$1200.00} per month, to over {$1800.00} per month. I contacted XXXX and explained the situation, More than six times throughout XXXX and XXXX, each time was told the situation would be resolved after x amount of time, it was not. I spoke with XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX, and various others that I did not record their names. Customer Service Managers including XXXX XXXX and a woman whose name I can not recall, advised me to not pay my mortgage. Ultimately the situation has been resolved, however, the entire episode is unacceptable, and I am filing this complaint to clarify my previous complaint, which I wrote when I was extremely upset. 

Thank You, XXXX XXXX",NA,CITIZENS FINANCIAL GROUP INC,NY,12306,1001853,251531000,STATE,209011000,29654000,Kansas City,NA,1,NA,NA,NA,NA,NA,NA,-30
3110619,2018-12-27,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,NA,"I've recently transferred money to a friend using XXXX from the Bank Of America Online Banking app. It was a quite substantial amount, {$2500.00}. The transaction ended up with my money going a wrong account. There was apparently another BoA account associated with my friend 's phone number. I did some research online and there were people out there faced the same problem without satisfied solution ( https : XXXX ). Per their advertising that users only need mobile phone number or email to start transferring money, and the fact that there could be more than one bank account associated with one mobile phone number has proven that the mechanism is a big security flaw in their software. And also the fact that this issue has been ignored for so long is unacceptable.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BANK OF AMERICA NATIONAL ASSOCIATION,MA,021XX,480228,2258832000000,OCC,1906458000000,218605000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-1
3129229,2019-01-20,Checking or savings account,Savings account,Managing an account,Fee problem,"I opened a savings account at Wells Fargo to deposit money. I was told I needed a checking account, a second savings account, and a credit card in addition. I had no clue that the savings account had a minimum deposit of {$25000.00} to be maintained. Two years ago I withdrew most of the money from the account. I haven't looked at my balance over the years but had no clue Wells Fargo has been withdrawing a monthly fee to the point that the account is now empty.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,CA,926XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-1
3106996,2018-12-21,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,"This complaint is in conjunction with complaint XXXX. Initially I was unable to use my card for several months upon credit approval. Several attempts to contact hsbc and several hours of being put on hold and hung up on lead to my initial complaint.

Now, I have completed the online banking months ago as well to manage my account. HSBCs initial classificationof my account has caused me not to have the ability to log on, I have also stopped receiving paper letters in the mail showing me my statement. Since opening I have made one payment over the phone for the complete balance. However now I do not know the remaining payments or due dates which is preventing me to make my payment and ensure I have a XXXX  balance. 

I hurt my credit by opening this account with the intention of using rewards points, benefiting from the annual match of points, using my rewards points, and benefiting from the 0 % transfer. 

I was forced to open an additional card to perform the balance transfer, further harming my credit score. I am unable to use my rewards points because I can not log online. I have been prevented from using my card for several months limiting the benefit I would receive in rewards points and more importantly the annual match. I can not make a payment on this account due to unknown balances which I have never had a late payment and am afraid this may occur due to the mismanagement of opening this account. 

In addition to the hours spent already in the aforementioned complaint I spent additional hours trying to fix my online banking issues. I have attempted several days to contact customer service and resolve this issue. They continue to transfer me from to different departments until I drop from the conversation. Attached are additional documents of me attempting to open my online activity. 

In the aforementioned complaint HSBCs response rewarded me with {$100.00} in rewards points. This is an inadequate amount based on the harm this experience has caused to me credit score and the inability to use the benefits of the card which is why I opened it. Additionally, I can not use any of the rewards I was provided because I can not log on to my accounts although several customer service agents confirmed I opened my online accounts correctly.",NA,HSBC BANK USA NATIONAL ASSOCIATION,CO,806XX,413208,197980343000,OCC,159642896000,21842978000,Washington,NA,NA,1,NA,NA,NA,NA,NA,39
3161041,2019-02-23,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"XX/XX/XXXX Contacted PayPal Credit customer service to inquire about fraudulent/unauthorized purchases XX/XX/XXXX Received letter from PayPal credit acknowledging claims XX/XX/XXXX Submitted affadavit of fraud via mail XX/XX/XXXX-XX/XX/XXXX Attempted to contact customer service again XX/XX/XXXX Spoke with customer service to inquire about status XX/XX/XXXX Submitted follow-up letter with Affadavit of Residence XX/XX/XXXX Received letter from PayPal Credit requesing copy of driver 's license XX/XX/XXXX Submitted a copy of my drivers license as requested XX/XX/XXXX Received letter from PayPal Credit again requesting copy of driver 's license XX/XX/XXXX Submitted another copy of my drivers license as requested XX/XX/XXXX Received detailed documentation from PayPal Credit about the disputed charges XX/XX/XXXX Contacted customer security operations to inquire about status of complaint XX/XX/XXXX Contacted XXXX County Police to file report XX/XX/XXXX XXXX County police contact PalPal Credit to let them know report had been filed XX/XX/XXXX Contacted customer security operations to inquire about status of complaint. 
Was told that I would have to send them a copy of police report. 
Was originally told by XXXX County Poolice that PayPal Credit would have to request it. 
Sent an e-mail to XXXX County Police requesting report under FOIA.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,VA,231XX,1216022,85303000000,OCC,65849000000,10100000000,New York,NA,NA,NA,1,NA,NA,NA,NA,-24
3165139,2019-02-28,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"XXXX has been non-compliant with removing the unverified account BESTBUY/CBNA Opened Date XX/XX/2016 which has been deleted by XXXX and XXXX. XXXX and XXXX have both completed their research and determined that BESTBUY/CBNA was not established by myself but XXXX keeps verifying this accounts. Also, when I called the company they responded that XXXX did not send them all of the verifying evidence to confirm each account is unverified.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CITIBANK NATIONAL ASSOCIATION,FL,334XX,476810,1661507000000,OCC,1282071000000,159509000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,0
3109934,2018-12-26,Checking or savings account,Checking account,Opening an account,Unable to open an account,"RE : Complaint XXXX about HSBC HSBC offers a  {$200.00} bonus to open an online checking account. I applied months ago and was declined. The ending questions were supposed to be about my credit, and none of the questions were about me or my lenders. I complained to CFPB. HSBC just replied this date, XX/XX/XXXX, saying they did nothing wrong. So I tried to apply again and was declined. This time I printed everything. Question 1 asks me if I  opened an account in XX/XX/XXXX from XXXX, XXXX XXXX, XXXX, or XXXX. No, I didn't. These are not my accounts. Question 2 asks me about XXXX XXXX ; yes, that's my account. Question 3 asks me about a mortgage I opened in XX/XX/XXXX, but that mortgage company, XXXX XXXX, is not listed in their multiple choice. Question 4 wants me to report the mortgage monthly payment, and my payment is higher. Question 5 says I closed an auto loan, but XXXX is not listed. I obviously will not be able to open this online checking account and receive the {$200.00} bonus because it expires in 2 days. Please see the printouts I've attached. HSBC says "" Unfortunately, there were discrepancies in the information provided when compared to your credit report and the applications in question were declined. ''",NA,HSBC BANK USA NATIONAL ASSOCIATION,GA,301XX,413208,197980343000,OCC,159642896000,21842978000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-8
3138906,2019-01-31,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"XX/XX/2019 deposited check via smartphone and bank says funds will not be available until XX/XX/XXXX. Branch manager had no explanation, appealed to executive offices and complaint was assigned to XXXX XXXX ( XXXX ). He said same - 9 day hold with no explanation.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BANK OF AMERICA NATIONAL ASSOCIATION,MA,021XX,480228,2258832000000,OCC,1906458000000,218605000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,0
3144610,2019-02-06,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Report provided to employer without your written authorization,My name is XXXX XXXX and I didn't authorize none of these companies to run my credit for any car I doesn't have no car I haven't tried to go get a car I see the companies ran my credit without my permission plz help me get my credit back right thanks ...,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC,TX,752XX,3284070,172019000000,STATE,141689000000,17137000000,Washington,1,NA,NA,NA,NA,NA,NA,NA,0
